"ID","Exporter","E-mail Address","Postal Address","Physical Address","Location","Registration Date","Renewal Date"
"HPF410","Home Paddock Foods Limited","james@homepaddockfoods.co.nz","410 Glenmark Drive RD 3 Amberley 7483","410 Glenmark Drive","Waipara","12/10/2017","12/10/2021"
"HOMEGROWN1","HomegrownPrimalNZ Limited","homegrownprimal@gmail.com"," ","79 Kennaway Road Woolston","Christchurch 8023","10/12/2020","10/12/2021"
"HONEST1","Honest Honey New Zealand, LLC","ryans@fastmail.net","141 Raupare Road, RD5 Twyford Hastings 4175","141 Raupare Road, RD5, Twyford","Hastings 4175","29/04/2020","29/04/2022"
"4BUCK","Honey and Cocoa Limited","paul.lups@gmail.com","4 Buckingham Street Arrowtown 9302","4 Buckingham Street","Arrowtown","18/10/2018","18/10/2021"
"BROS1","Honey Bros Limited","hello@honeybros.co.nz","400 Papakura-Clevedon Road, Clevedon 2582","400 Papakura-Clevedon Road","Clevedon 2582","28/11/2019","28/11/2021"
"KFWF8","Honey Centre Warkworth Limited","davidliang@honeycentre.net","7 Perry Road RD 3 Warkworth 0983","7 Perry Road, RD 3","Warkworth","1/08/2013","1/08/2021"
"HD888","Honey Droplet New Zealand Limited","andrina@honeydroplet.com","106 Annavale Road RD1 Springfield Canterbury 7681","106 Annavale Road, RD1, Springfield","Canterbury","11/11/2019","28/08/2021"
"HONEYLAND1","Honey Land N.Z. Limited","honeyland@xtra.co.nz"," ","113 Oroua Street Eastbourne","Lower Hutt 5013","29/10/1999","1/05/2021"
"HNZ1","Honey New Zealand (International) Limited","info@honeynz.co.nz","Level 36, PWC Tower 15 Customs Street West Auckland 1010","196 Airport Road","Hamilton 3282","20/05/2002","20/05/2022"
"HONEYPAI01","Honey Pai Limited","Sales@honeypai.nz","195 Puketona Road Paihia 0204","195 Puketona Road","Paihia","25/02/2020","25/02/2022"
"HPNZ1","Honey Products (NZ) Limited","admin@hpnz.nz","PO Box 278 Mosgiel 9053","3/180 Dukes Road North","Mosgiel 9092","11/02/2014","28/11/2021"
"7VIP7","Honey Star New Zealand Limited","mike@honeystarnewzealand.co.nz","13 Downer Access Road RD 3 Kaukapakapa 0873","13 Downer Access Road RD 3","Kaukapakapa 0873","18/06/2013","18/06/2022"
"HONEYB88","Honeybunch Pure Naturals NZ Limited","accounts@honeybunchpure.co.nz"," ","Unit 5/2 Tironui Station Road West, Takanini","Auckland 2110","3/06/2020","3/06/2021"
"HONEYCOMB1","Honeycomb New Zealand Limited","paul.j@solveca.co.nz","PO Box 869 Timaru 7940","4C Sefton Street","Timaru","14/11/2017","9/08/2021"
"WATHNY2901","Honeylands Naturally Limited","chris@honeylands.com","PO Box 828 Wanaka 9343","168 Pukerangi Drive, Queensberry 9383","Central Otago","27/07/2000","27/07/2022"
"HSA1","Honeysuckle Apiaries Limited"," ","278 Bangor Road RD1 Darfield 7571 New Zealand","278 Bangor Road, RD1","Darfield 7571","13/11/2020","13/11/2021"
"HONEYWRAP1","Honeywrap Limited","wendy@honeywrap.co.nz","122 Bellevue Road, Matangi Hamilton 3284 New Zealand","122 Bellevue Road, Matangi","Hamilton 3284","7/10/2016","7/10/2021"
"WANGYI2019","Hong Da Tong Limited","1425877407@qq.com","604 Dominion Road Auckland 1041","604 Dominion Road","Auckland 1041","22/10/2019","22/10/2021"
"NICKI1","Honuka Limited","nickipeek@gmail.com"," ","94 Norfolk Street, Ponsonby","Auckland 1021","10/03/2021","10/03/2022"
"HOOGDOONZ8","Hoogdoonz Limited","Ming3848@hotmail.com","2/13 Stanley ave Milford Auckland 0620 New Zealand","2/13 Stanley ave, Milford","Auckland 0620","5/10/2018","5/10/2021"
"HOOGWEGT2","Hoogwegt New Zealand Limited","r.deliege@hoogwegt.com.au","18 Viaduct Harbour Avenue Auckland 1140","18 Viaduct Harbour Avenue","Auckland 1140","1/09/2016","1/09/2021"
"FEL496","Hororata Foods Limited","vicky@sovereignsalmon.co.nz","165 Hororata Road RD2 Darfield 7572 CANTERBURY","165 Hororata Road, Hororata","Canterbury","1/11/1999","22/07/2021"
"HUIYUAN1","Huiyuan International Limited","manzltb0079@gmail.com","PO Box 105699, Auckland City, Auckland 1143","34 Farrelly Ave, Mount Roskill","Auckland 1041","31/10/2014","31/10/2021"
"HUMBLEFR1","HUMBLE FREIGHT & TRADE COMPANY LIMITED","sefomakaui.sm@gmail.com"," ","85 Cox Street","Ashburton 7700","3/02/2021","11/02/2022"
"HRH1","Hunter Reilly Limited","stu@hunter-reilly.co.nz","173 Pahautea Road RD 1 Featherston 5771","173 Pahautea Road, RD1","Featherston","25/07/2013","25/07/2022"
"HNZL1","Hutchinsons Limited","nzcustservice@hutchinsons.co.nz","PO Box 109265 Newmarket AUCKLAND 1149","Level 4, 136 Broadway, Newmarket","Auckland 1023","19/05/2009","25/05/2022"
"HZO6","HZO Trade Limited","Jeff@hzotrade.com","4 Bellfield Place Bethlehem Tauranga 3110","4 Bellfield Place, Bethlehem","Tauranga 3110","23/10/2020","23/10/2021"
"ICING1","Icing International Limited","jessica.dong@richorahoney.co.nz","1151 Pukuatua Street Rotorua 3010","422 - 430 Ngongotaha Road","Rotorua 3010","18/01/2019","16/03/2022"
"IKANA100","Ikana New Zealand Limited","tony@ikana.co.nz","P.O Box 16988 Hornby Christchurch","24 Klondyke Drive, Hornby","Christchurch","14/04/2014","15/04/2022"
"IMAGINE1","Imagine Honey NZ Limited","sales@manukaroyale.nz","48 Rauiri Drive One Tree Point, Whangarei 0118","48 Rauiri Drive, One Tree Point","Whangarei 0118","22/12/2020","22/12/2021"
"HARPWINE20","Ina Yoon Designs Limited","harpandwine@gmail.com"," ","253 Kilkenny Drive, Dannemora","Auckland 2016","23/11/2020","23/11/2021"
"FEL47","Independent Fisheries Limited","complianceofficer@indfish.co.nz","PO Box 19554 Christchurch 8241","15 Dublin Street, Lyttelton","Christchurch","1/11/1999","1/05/2022"
"IML14","Independent Meats Limited","dave@indmeats.co.nz","PO Box 22728 High Street Christchurch 8142","10A Leslie Hills Drive, Riccarton","Christchurch 8011","25/07/2018","25/07/2022"
"CHINGKU8","Infant Care Limited","chingku88@hotmail.com"," ","28 Rangiatea Road, Epsom","Auckland","15/07/2019","27/07/2022"
"INGHAMS1","Inghams Enterprises (NZ) Pty Limited","nzfinance@inghams.com.au","PO Box 247 Te Aroha, 3342","624 Waihekau Road, Ngarua,","Waitoa 3380","13/07/2017","13/07/2021"
"INNOV8","Innov8 Aotearoa Limited","lucy@innov8.nz","209 Upper Plain Road Masterton 5888","209 Upper Plain Road","Masterton 5888","3/05/2017","3/05/2022"
"IFL2002","Integrated Foods Limited","accounts@iflgroup.co","P.O Box 420 Gisborne 4040","266 Childers Road","Gisborne 4010","29/03/2017","8/01/2022"
"ELN1392","Integrated Foods Marketing Limited","sales@iflgroup.co","PO Box 5 Napier 4140","12 Mersey Street, Pandora","Napier 4110","13/06/2016","2/02/2022"
"INTEGRITY1","Integrity Food Distributors Limited","jono@ifd.nz"," ","40a Spring Street, Freemans Bay","Auckland 1011","2/06/2021","2/06/2022"
"INTEREST88","Interest International Limited","wetex@waitakaruru.co.nz"," ","53 Island View Road, RD1","Auckland 0602","16/12/2020","16/12/2021"
"INTERMEAT1","Intermeats Limited","s.mcgregor@intermeats.com","17 Napier Road Havelock North 4130","17 Napier Road","Havelock North 4130","31/01/2017","31/01/2022"
"INTAG1","International AgriTrade Limited","willowbank71@gmail.com"," ","28 Roslyn Road, Bluff Hill","Napier 4110","9/07/2020","14/07/2021"
"IFINZLTD11","International Food Ingredients (NZ) Limited","ttran@interfood.com","128 Johnsonville Road Johnsonville Wellington 6037","128 Johnsonville Road, Johnsonville","Wellington 6037","10/10/2018","10/10/2021"
"INTLTD12","International Network and Trading Limited","danielsongnz@gmail.com","28 Huntington Park Drive Greenhithe Auckland 0632","28 Huntington Park Drive Greenhithe","Auckland 0632","24/02/2021","24/02/2022"
"IRT1","International Racehorse Transport (N.Z.) Limited","rcole@irt.com","PO Box 202222 Southgate Takanini 2246","126 Muir Road","Karaka","26/04/2017","26/04/2022"
"FEL166","Intersea Limited","sarah@intersea.co.nz"," ","Level 3, 507 Lake Road, Takapuna","Auckland 0622","2/09/2014","14/06/2022"
"INTERTRA1","Intertrade Limited","itradify.com@gmail.com","40 Glennandrew Drive Auckland 2012 New Zealand","40 Glennandrew Drive","Auckland 2012","17/11/2020","17/11/2021"
"APITREE1","Irish Bee Trust - David and Paula Stapleton","Irish.bee@hotmail.com","16 Bush Point Road Cable Bay 0420","16 Bush Point Road","Cable Bay 0420","3/05/2019","3/05/2022"
"BJNZ11","Ixom Operations Pty Limited","sophia.cooke@ixom.com","PO Box 900 Shortland Street Auckland 1140","Level 5, 277 Broadway, Newmarket","Auckland 1023","25/03/2014","3/11/2021"
"JBUSH1","J Bush & Sons Limited","bushes.honey@xtra.co.nz","RD 2 168 Old Renwick Road BLENHEIM 7272","168 Old Renwick Road","Blenheim","28/07/2020","28/07/2021"
"JLC001","J L Crichton & Co Limited","wool@crichton.co.nz","PO Box 1916 Christchurch 8140","100 Victoria Street","Christchurch 8013","17/06/2010","1/05/2022"
"JPNZ2016","J Promotions NZ Limited","narumi@jpromonz.com","5a Eske Place Highland Park Auckland 2010","5a Eske Place, Highland Park","Auckland 2010","29/10/2020","29/10/2021"
"JSB1","J S Brooksbank Limited","shipping@woolserv.co.nz","PO BOX 79252 30 Sir William Pickering Drive Burnside 8053 Christchurch 8446","125 Featherston Street","Wellington 6011","17/06/2014","17/06/2022"
"BKA1","J. Friend and Co Limited","jeremy@jfriend.co.nz","PO Box 36582 Merivale Christchurch 8146","29b Coleridge Street, Sydenham","Christchurch","14/03/2017","4/12/2021"
"JDSHAUL1","J.D.S. Haulage Limited","shop.route66@gmail.com","P.O Box 1167 Palmerston North 4440","74 Nga Tawa Road","Marton 4787","1/10/2020","1/10/2021"
"JLNZ1","Jack Link's-New Zealand Limited","Martin.Beever@jacklinks.com","PO Box 201 201 Auckland Airport AUCKLAND 2150","159 Montgomerie Road, Mangere","Auckland","3/05/2002","3/05/2022"
"JAICO2015","Jaico Limited","jaico@jaico.co.nz","PO Box 824 Timaru 7940","Level One , 1 Ritchie Street, Port Timaru","Timaru 7910","12/02/2016","12/02/2022"
"CRISP1916","James Crisp Limited","lance.newing@jamescrisp.co.nz","PO Box 1204 Shortland Street Auckland 1140","202 Parnell Road, Parnell","Auckland 1052","16/09/2014","16/09/2021"
"JT1","James Tyler (NZ) Limited","sean@jamestyler.com.au","129a St Johns Road Saint Johns Auckland 1072","129a St Johns Road, Saint Johns","Auckland 1072","6/05/2020","6/05/2021"
"JAPAC1","Japan Pacific Trading Co. Limited","samt@japac.co.nz","15A Autumn Avenue Glen Eden 0602 New Zealand","15A Autumn Avenue, Glen Eden","Auckland","24/07/2000","24/07/2022"
"JASEA2017","Jasea Distribution Limited","steven.t@jasea.co.nz"," ","70 Kennedy Avenue, Forrest Hill","Auckland 0620","15/05/2019","31/07/2021"
"JEC1","Jayen Export Consultants Limited","praveen@jayenexportconsultants.com","Unit G04 4 Bluegrey Avenue Stonefields Auckland 1072","Unit G04, 4 Bluegrey Avenue, Stonefields","Auckland","23/01/2020","3/11/2021"
"JDHICKMAN1","JD Hickman Storage & Distribution Limited","nikola.s@jdhickman.co.nz","PO Box 7151 Fitzroy New Plymouth 4341","40-44 Waitara Road, Brixton","Waitara 4382","8/12/2016","12/02/2022"
"JEMCO1","Jemco Limited","belinda.brown@moana.co.nz","PO Box 65 Coromandel 3543","1600 Long Bay Road","Coromandel","9/08/2011","9/08/2021"
"JETPETS15","Jetpets Animal Transport Limited","info@jetpets.co.nz","Unit F 80 Richard Pearse Drive Mangere Auckland 2022","Unit F, 80 Richard Pearse Drive, Mangere","Auckland 2022","12/02/2018","12/02/2022"
"LIVSOU2007","JHIF Limited","livingsouvenirs@gmail.com","PO Box 56885 Dominion Road Mt Eden Auckland 1446","37A Leslie Avenue, Sandringham","Auckland","23/07/2019","23/07/2021"
"JIL1","Jil International Limited","frank.tsai121@gmail.com","PO Box 12 Blenheim 7274","12 Seafair Close","Blenheim 7274","15/07/2019","15/07/2021"
"GOLDMH1","Jim Crump","lifesbuzzy@gmail.com","PO Box 583 Kaikohe 0440","578 Duddy Road","Northland","20/05/2021","20/05/2022"
"LEO1","JIMUNITED INTERNATIONAL TRADING COMPANY LIMITED","jimunited@gmail.com","134 McLeod Street Eldersea Upper Hutt 5018","134 McLeod Street, Eldersea","Upper Hutt 5018","12/11/2019","12/11/2021"
"JJL1","JJL International Limited","jjlinternational2018@gmail.com","159 Great South Road Greenlane Auckland 1051","159 Great South Road, Greenlane","Auckland","23/03/2020","23/03/2022"
"1PURENZ","JK Enterprises (2003) Limited","export@jkenterprise.co.nz"," ","30 New Windsor Roac, Avondale","Auckland 0600","3/02/2021","3/02/2022"
"1409","JK-Importeria Limited","jennykrex@hotmail.com","33 Kinsey Terrace Christchurch 8081","132 Moncks Spur Road Redcliffs","Christchurch 8081","12/01/2021","12/01/2022"
"PAUA50","JML Sales NZ Ltd","Mike@JMLSales.co.nz"," ","2/26 Kestrel Heights, Arkles Bay","Auckland 0932","24/06/2021","24/06/2022"
"OASISEXP1","John Arnold trading as Oasis Exports","johna@oasisexports.co.nz","37 Tomika Crescent Papamoa 3118","37 Tomika Crescent","Papamoa","15/04/2021","15/04/2022"
"JMARSH1","John Marshall and Company Limited","sally@joma.co.nz","PO Box 8332 Christchurch 8440","63 Mandeville Street, Riccarton","Christchurch","4/11/1999","1/05/2022"
"AKERBIOAB1","Johnston Associates South Limited NZ agent for Aker Biomarine Antarctic AS","ian.chant@akerbiomarine.com","287-293 Durham Street Level 1 Awly Building Christchurch 8018","287-293 Durham Street, Level 1 Awly Building","Christchurch","27/03/2020","14/02/2022"
"JOYGROUP1","Joy Group New Zealand Limited","dominicdsilva@hotmail.com","72 Penney Avenue Mount Roskill Auckland 1041","72 Penney Avenue, Mount Roskill","Auckland 1041","3/09/2020","3/09/2021"
"JUBILEE17","Jubilee Dairy (NZ) Limited","info@jubileedairy.com"," ","Unit A6/1 Beresford Square, Auckland CBD","Auckland 1010","23/07/2019","5/10/2021"
"APIAIR1","Juma Limited","jumatrade@gmail.com"," ","104 Ruru Way, Langs Beach","Waipu 0582","3/02/2020","3/02/2022"
"JUNO1","Juno Exports Limited","julian@juno.co.nz","PO Box 90931 Victoria Street West Auckland 1142","Level 2, 3 Vernon Street, Freemans Bay","Auckland","1/08/2017","1/08/2021"
"K9HEAVEN","K9 Heaven (2011) Limited","lexi@k9heaven.co.nz","103 Sunnyvale Road, Massey","103 Sunnyvale Road, Massey","Auckland","8/08/2012","1/08/2021"
"M0VEMYPET","K9 Movements Limited trading as Move My Pet","movemypetnewzealand@gmail.com","PO Box 18585 New Brighton Christchurch 8641","281a Marine Parade, New Brighton","Christchurch","19/07/2018","8/08/2021"
"K9NATURAL","K9 Natural Food Limited","mwilson@naturalpetfoodgroup.com","PO Box 11367 Sockburn Christchurch 8443","305 Lincoln Road, Addington","Christchurch","9/09/2014","18/10/2021"
"KANOA1","Ka Noa Manuka Limited","accounts@kanoamanuka.com"," ","115B Simpson Road","Tauranga 3118","2/05/2019","19/06/2021"
"1KADESH","Kadesh N.Z. Limited","nzostrich@gmail.com","PO Box 29 Kawerau 3169","19 Delamere Drive","Kawerau 3127","9/08/2013","16/08/2021"
"KOH001","Kai Ora Honey Limited","blanche@kaiorahoney.co.nz","56 West Road RD 3 Awanui Kaitaia 0483","56 West Rd, Awanui","Kaitaia","14/11/2019","14/11/2021"
"KAIETICA1","KaiEtica Limited","admin@kaietica.com"," ","2014 Waimea Valley Road R.D. 6","Gore 9776","10/06/2019","10/06/2022"
"KAIMAI83","Kaimai Cheese Company Limited","RonaldM@kaimai.co.nz","PO Box 25 Waharoa 3401","2 Hawes Street","Waharoa 3441","20/04/2016","20/04/2021"
"KAIMAI13","Kaimai Range Honey Limited","kaimairangehoney@gmail.com","7 Ngamuwahine Road Kaimai, RD1 Tauranga 3171","7 Ngamuwahine Road, Kaimai, RD1","Tauranga","30/05/2019","2/07/2021"
"NZPI1","Kaimata Group Limited","craig@kaimatapet.co.nz","PO Box 34091 Birkenhead Auckland 0746","38 Seaview Avenue, Northcote","Auckland 0627","24/01/2017","24/01/2022"
"KAIMATA9","Kaimata New Zealand Limited","lai.pcc@gmail.com","9 Bragato Place Chatswood Auckland 0626","9 Bragato Place, Chatswood","Auckland 0626","7/05/2020","7/05/2022"
"KAMTRANS89","Kam Transport Limited","leyhanna@kam.net.nz","4 Aruba Grove Grenada Village Wellington 6037","4 Aruba Grove, Grenada Village","Wellington 6037","2/09/2020","2/09/2021"
"1MANUKA","Kana B's Limited","minori@1manuka.com","85 Vauxhall Road Devonport Auckland 0624","85 Vauxhall Road, Devonport","Auckland","20/05/2021","20/05/2022"
"4004334F","Kanematsu New Zealand Limited","francois@kanematsu.co.nz","PO Box 327 Warkworth 0941","27 Lilburn Street","Warkworth 0910","18/07/2013","18/07/2021"
"KANGSBEE1","Kangsbee Honey Trading Limited","customs@abbalogistics.co.nz"," ","21 Regis Lane, Flat Bush","Auckland 2019","8/05/2019","15/06/2021"
"MIYAZAWA71","Kaori Tada","miyazawakaori@hotmail.com"," ","76 Seatoun Heights Road, Seatoun","Wellington 6022","15/02/2021","15/02/2022"
"KARE1","Kare Limited","billy@kare.co.nz","103 Cookson Road, RD 2 KAWAKAWA 0291","103 Cookson Road, RD 2","Kawakawa 0291","22/02/2017","18/03/2022"
"KAREAREA17","Karearea Landing Limited","ayoussef@karearealanding.com","PO Box 401050 Mangawhai Heads Mangawhai 0541","133 Robert Hastie Drive","Mangawhai","4/11/2019","3/08/2021"
"KNZ88","Karivita New Zealand Limited","chriswei@karivita.com.cn","PO Box 230288 Botany Manukau 2163","126 Pavilion Drive, Mangere","Auckland 2022","29/05/2018","29/05/2022"
"2RT","Karl Hyde NZ agent for 2 Remedy Thailand Company Limited","karl@purenzed.com","14 Narrows Road Rukuhia Hamilton 3282","14 Narrows Road, Rukuhia","Hamilton","16/01/2018","16/01/2022"
"RYSEAFOOD7","Karyen Limited","Dean-Rui@karyen.nz"," ","22c Ra Ora Drive, East Tamaki","Auckland 2013","14/10/2016","1/02/2022"
"KASHISH01","Kashish Enterprises Limited","uttam@kashish.co.nz","21A Margate Road Blockhouse Bay Auckland 0600","21A Margate Road, Blockhouse Bay","Auckland 0600","27/08/2020","27/08/2021"
"KKHC1","Katikati Honey & Bee Centre Limited","info@katikatihoney.co.nz","2918 State Highway 2 RD 2 Katikati 3178","2918 State Highway 2, RD 2","Katikati 3178","17/12/2009","19/11/2021"
"KK39","Katz N K9Z (2011) Limited","info@katznk9z.co.nz","39 Goodericks Road RD 4 Christchurch 7674","39 Goodericks Road, Lincoln","Christchurch","18/06/2001","25/08/2021"
"KAURIANZ1","Kauri ANZ Limited","christine@kauri.co.nz"," ","Level 1, 120 Johnsonville Road, Johnsonville","Wellington 6037","2/06/2021","2/06/2022"
"KCPET01","KC Pet Limited","jstewart@kcpet.co.nz","119 Mitcham Road RD 2 Ashburton 7772","119 Mitcham Road, RD 2","Ashburton 7772","22/10/2019","22/10/2021"
"KDTRADING1","KD Trading NZ Limited","ftdhamilton@foxmail.com","9a Princes St Hamilton 3204","9a Princes St","Hamilton 3204","25/11/2019","25/11/2021"
"1WAIALPACA","Keenan Scott trading as Alpaca Experience","lkscott@xtra.co.nz","787 Tirau Road RD 2 Cambridge 3494","787 Tirau Road","Cambridge 3494","5/07/2019","22/07/2021"
"KWE1","Kells Wool Limited","richard@kellswool.co.nz"," ","43 Severn Street","Napier 4110","9/11/2018","9/11/2021"
"KERATEC1","Keraplast Manufacturing","carol.henson@keraplast.com","PO Box 69136 Lincoln 7640","Cnr Springs Road & Gerald Street","Lincoln 7674","23/05/2003","1/05/2022"
"KERERU01","Kereru Foods Limited","gerard@kererufoods.com","P.O. Box 12039 Ahuriri 4144","17A Mahia Street","Napier 4110","10/05/2019","10/05/2022"
"KNL02","Keri Nectar Limited","kerinectar@outlook.com","73c Riddell Road Kerikeri - 0230 New Zealand","27 Valencia Lane","Kerikeri 0293","29/04/2020","29/04/2022"
"KERRYNZ2","Kerry Ingredients (NZ) Limited","yvonne.zipf@kerry.com","PO Box 22 434 Otahuhu AUCKLAND 1640","11 - 13 Bell Avenue, Otahuhu","Auckland 1640","4/07/2012","30/07/2021"
"KKSP72","Kesomi Paasi and Kalolane E Kolomatangi","tikaways@hotmail.com","40 Woolfield Road Papatoetoe Auckland 2025","40 Woolfield Road, Papatoetoe","Auckland","22/01/2021","22/01/2022"
"POSSIN01","Keuzi Limited","neiltaylornz@gmail.com"," ","4 Berowald Place, St Heliers","Auckland 1071","16/04/2020","16/04/2021"
"KIHIW1","Kevin Harley Wilmshurst","kevin@longtail.co.nz","1416 Te Rapa Road RD8 HAMILTON","1416 Te Rapa Road, RD8","Hamilton 3200","2/09/2016","2/09/2021"
